performance_id,piece_id,source,split,midi_perfm,annot_file,feature_file,performance_MIDI_external
S_1128,376,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/12-3/WuuE04M.mid,../../asap-dataset/Mozart/Piano_Sonatas/12-3/WuuE04M_annotations.txt,PM2S_workspace\S_1128.pkl,{ASAP}/Mozart/Piano_Sonatas/12-3/WuuE04M.mid
S_1129,386,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Bogdanovitch01.mid,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Bogdanovitch01_annotations.txt,PM2S_workspace\S_1129.pkl,{ASAP}/Mozart/Piano_Sonatas/8-1/Bogdanovitch01.mid
S_1130,386,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Jia01.mid,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Jia01_annotations.txt,PM2S_workspace\S_1130.pkl,{ASAP}/Mozart/Piano_Sonatas/8-1/Jia01.mid
S_1131,386,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/8-1/LEE_J03.mid,../../asap-dataset/Mozart/Piano_Sonatas/8-1/LEE_J03_annotations.txt,PM2S_workspace\S_1131.pkl,{ASAP}/Mozart/Piano_Sonatas/8-1/LEE_J03.mid
S_1132,386,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Lo01.mid,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Lo01_annotations.txt,PM2S_workspace\S_1132.pkl,{ASAP}/Mozart/Piano_Sonatas/8-1/Lo01.mid
S_1133,386,ASAP,train,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Rozanski02.mid,../../asap-dataset/Mozart/Piano_Sonatas/8-1/Rozanski02_annotations.txt,PM2S_workspace\S_1133.pkl,{ASAP}/Mozart/Piano_Sonatas/8-1/Rozanski02.mid
S_1134,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Colafelice11.mid,../../asap-dataset/Prokofiev/Toccata/Colafelice11_annotations.txt,PM2S_workspace\S_1134.pkl,{ASAP}/Prokofiev/Toccata/Colafelice11.mid
S_1135,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Dossin07.mid,../../asap-dataset/Prokofiev/Toccata/Dossin07_annotations.txt,PM2S_workspace\S_1135.pkl,{ASAP}/Prokofiev/Toccata/Dossin07.mid
S_1136,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Fab13.mid,../../asap-dataset/Prokofiev/Toccata/Fab13_annotations.txt,PM2S_workspace\S_1136.pkl,{ASAP}/Prokofiev/Toccata/Fab13.mid
S_1137,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Guo04.mid,../../asap-dataset/Prokofiev/Toccata/Guo04_annotations.txt,PM2S_workspace\S_1137.pkl,{ASAP}/Prokofiev/Toccata/Guo04.mid
S_1138,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Kociuban16.mid,../../asap-dataset/Prokofiev/Toccata/Kociuban16_annotations.txt,PM2S_workspace\S_1138.pkl,{ASAP}/Prokofiev/Toccata/Kociuban16.mid
S_1139,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Lin06.mid,../../asap-dataset/Prokofiev/Toccata/Lin06_annotations.txt,PM2S_workspace\S_1139.pkl,{ASAP}/Prokofiev/Toccata/Lin06.mid
S_1140,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Song04.mid,../../asap-dataset/Prokofiev/Toccata/Song04_annotations.txt,PM2S_workspace\S_1140.pkl,{ASAP}/Prokofiev/Toccata/Song04.mid
S_1141,395,ASAP,train,../../asap-dataset/Prokofiev/Toccata/Teo05.mid,../../asap-dataset/Prokofiev/Toccata/Teo05_annotations.txt,PM2S_workspace\S_1141.pkl,{ASAP}/Prokofiev/Toccata/Teo05.mid
S_1142,399,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/ChenGuang12M.mid,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/ChenGuang12M_annotations.txt,PM2S_workspace\S_1142.pkl,{ASAP}/Rachmaninoff/Preludes_op_23/4/ChenGuang12M.mid
S_1143,399,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/MorozovS09.mid,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/MorozovS09_annotations.txt,PM2S_workspace\S_1143.pkl,{ASAP}/Rachmaninoff/Preludes_op_23/4/MorozovS09.mid
S_1144,399,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/WuuE07M.mid,../../asap-dataset/Rachmaninoff/Preludes_op_23/4/WuuE07M_annotations.txt,PM2S_workspace\S_1144.pkl,{ASAP}/Rachmaninoff/Preludes_op_23/4/WuuE07M.mid
S_1145,401,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_23/6/Nikiforov14M.mid,../../asap-dataset/Rachmaninoff/Preludes_op_23/6/Nikiforov14M_annotations.txt,PM2S_workspace\S_1145.pkl,{ASAP}/Rachmaninoff/Preludes_op_23/6/Nikiforov14M.mid
S_1146,404,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_32/10/FONG08.mid,../../asap-dataset/Rachmaninoff/Preludes_op_32/10/FONG08_annotations.txt,PM2S_workspace\S_1146.pkl,{ASAP}/Rachmaninoff/Preludes_op_32/10/FONG08.mid
S_1147,404,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_32/10/Floril03.mid,../../asap-dataset/Rachmaninoff/Preludes_op_32/10/Floril03_annotations.txt,PM2S_workspace\S_1147.pkl,{ASAP}/Rachmaninoff/Preludes_op_32/10/Floril03.mid
S_1148,406,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_32/5/KorchinskayaKogan03.mid,../../asap-dataset/Rachmaninoff/Preludes_op_32/5/KorchinskayaKogan03_annotations.txt,PM2S_workspace\S_1148.pkl,{ASAP}/Rachmaninoff/Preludes_op_32/5/KorchinskayaKogan03.mid
S_1149,406,ASAP,train,../../asap-dataset/Rachmaninoff/Preludes_op_32/5/Namirovsky06M.mid,../../asap-dataset/Rachmaninoff/Preludes_op_32/5/Namirovsky06M_annotations.txt,PM2S_workspace\S_1149.pkl,{ASAP}/Rachmaninoff/Preludes_op_32/5/Namirovsky06M.mid
S_1150,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/Albright01.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/Albright01_annotations.txt,PM2S_workspace\S_1150.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/Albright01.mid
S_1151,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/GarritsonL05.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/GarritsonL05_annotations.txt,PM2S_workspace\S_1151.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/GarritsonL05.mid
S_1152,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/KharselM09.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/KharselM09_annotations.txt,PM2S_workspace\S_1152.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/KharselM09.mid
S_1153,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/KotysV11.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/KotysV11_annotations.txt,PM2S_workspace\S_1153.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/KotysV11.mid
S_1154,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/Ladid03.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/Ladid03_annotations.txt,PM2S_workspace\S_1154.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/Ladid03.mid
S_1155,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/LiYZ08.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/LiYZ08_annotations.txt,PM2S_workspace\S_1155.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/LiYZ08.mid
S_1156,411,ASAP,train,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/WangY09.mid,../../asap-dataset/Ravel/Gaspard_de_la_Nuit/1_Ondine/WangY09_annotations.txt,PM2S_workspace\S_1156.pkl,{ASAP}/Ravel/Gaspard_de_la_Nuit/1_Ondine/WangY09.mid
S_1157,415,ASAP,train,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/DupreeF20.mid,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/DupreeF20_annotations.txt,PM2S_workspace\S_1157.pkl,{ASAP}/Ravel/Miroirs/3_Une_Barque/DupreeF20.mid
S_1158,415,ASAP,train,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/KimHJ08.mid,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/KimHJ08_annotations.txt,PM2S_workspace\S_1158.pkl,{ASAP}/Ravel/Miroirs/3_Une_Barque/KimHJ08.mid
S_1159,415,ASAP,train,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/ShevchenkoO07.mid,../../asap-dataset/Ravel/Miroirs/3_Une_Barque/ShevchenkoO07_annotations.txt,PM2S_workspace\S_1159.pkl,{ASAP}/Ravel/Miroirs/3_Une_Barque/ShevchenkoO07.mid
S_1160,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/CHOE02.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/CHOE02_annotations.txt,PM2S_workspace\S_1160.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/CHOE02.mid
S_1161,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Chan02.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Chan02_annotations.txt,PM2S_workspace\S_1161.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/Chan02.mid
S_1162,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/DupreeF21.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/DupreeF21_annotations.txt,PM2S_workspace\S_1162.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/DupreeF21.mid
S_1163,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/HUAN_J07.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/HUAN_J07_annotations.txt,PM2S_workspace\S_1163.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/HUAN_J07.mid
S_1164,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/KimHJ09.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/KimHJ09_annotations.txt,PM2S_workspace\S_1164.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/KimHJ09.mid
S_1165,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/LeeN11.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/LeeN11_annotations.txt,PM2S_workspace\S_1165.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/LeeN11.mid
S_1166,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray04.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray04_annotations.txt,PM2S_workspace\S_1166.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray04.mid
S_1167,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray08.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray08_annotations.txt,PM2S_workspace\S_1167.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/Shamray08.mid
S_1168,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/ShevchenkoO08.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/ShevchenkoO08_annotations.txt,PM2S_workspace\S_1168.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/ShevchenkoO08.mid
S_1169,416,ASAP,train,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Zhdanov09.mid,../../asap-dataset/Ravel/Miroirs/4_Alborada_del_gracioso/Zhdanov09_annotations.txt,PM2S_workspace\S_1169.pkl,{ASAP}/Ravel/Miroirs/4_Alborada_del_gracioso/Zhdanov09.mid
S_1170,417,ASAP,train,../../asap-dataset/Ravel/Pavane/ChenS03.mid,../../asap-dataset/Ravel/Pavane/ChenS03_annotations.txt,PM2S_workspace\S_1170.pkl,{ASAP}/Ravel/Pavane/ChenS03.mid
S_1171,417,ASAP,train,../../asap-dataset/Ravel/Pavane/Zhdanov08.mid,../../asap-dataset/Ravel/Pavane/Zhdanov08_annotations.txt,PM2S_workspace\S_1171.pkl,{ASAP}/Ravel/Pavane/Zhdanov08.mid
S_1172,418,ASAP,--,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Duepree08M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Duepree08M_annotations.txt,PM2S_workspace\S_1172.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/1/Duepree08M.mid
S_1173,418,ASAP,--,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Jin05M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Jin05M_annotations.txt,PM2S_workspace\S_1173.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/1/Jin05M.mid
S_1174,418,ASAP,--,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Sun03.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Sun03_annotations.txt,PM2S_workspace\S_1174.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/1/Sun03.mid
S_1175,418,ASAP,--,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Teo06M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/1/Teo06M_annotations.txt,PM2S_workspace\S_1175.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/1/Teo06M.mid
S_1176,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Denisova11M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Denisova11M_annotations.txt,PM2S_workspace\S_1176.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/Denisova11M.mid
S_1177,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Dossin03.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Dossin03_annotations.txt,PM2S_workspace\S_1177.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/Dossin03.mid
S_1178,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/FaB06M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/FaB06M_annotations.txt,PM2S_workspace\S_1178.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/FaB06M.mid
S_1179,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/HuNY06M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/HuNY06M_annotations.txt,PM2S_workspace\S_1179.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/HuNY06M.mid
S_1180,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/KaiRuiR05M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/KaiRuiR05M_annotations.txt,PM2S_workspace\S_1180.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/KaiRuiR05M.mid
S_1181,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Levitsky09M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Levitsky09M_annotations.txt,PM2S_workspace\S_1181.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/Levitsky09M.mid
S_1182,419,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Nikiforov09M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/2/Nikiforov09M_annotations.txt,PM2S_workspace\S_1182.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/2/Nikiforov09M.mid
S_1183,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Hou06M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Hou06M_annotations.txt,PM2S_workspace\S_1183.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Hou06M.mid
S_1184,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/JeonH06M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/JeonH06M_annotations.txt,PM2S_workspace\S_1184.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/JeonH06M.mid
S_1185,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Ko08M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Ko08M_annotations.txt,PM2S_workspace\S_1185.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Ko08M.mid
S_1186,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Kociuban10M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Kociuban10M_annotations.txt,PM2S_workspace\S_1186.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Kociuban10M.mid
S_1187,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/LEE_K04M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/LEE_K04M_annotations.txt,PM2S_workspace\S_1187.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/LEE_K04M.mid
S_1188,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/LeeSH08M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/LeeSH08M_annotations.txt,PM2S_workspace\S_1188.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/LeeSH08M.mid
S_1189,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Mizumoto07M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Mizumoto07M_annotations.txt,PM2S_workspace\S_1189.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Mizumoto07M.mid
S_1190,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Sham06.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Sham06_annotations.txt,PM2S_workspace\S_1190.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Sham06.mid
S_1191,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Woo10M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/Woo10M_annotations.txt,PM2S_workspace\S_1191.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/Woo10M.mid
S_1192,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/WuuE10M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/WuuE10M_annotations.txt,PM2S_workspace\S_1192.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/WuuE10M.mid
S_1193,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/ZhangW07M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/ZhangW07M_annotations.txt,PM2S_workspace\S_1193.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/ZhangW07M.mid
S_1194,420,ASAP,valid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/ZhaoK10M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/3/ZhaoK10M_annotations.txt,PM2S_workspace\S_1194.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/3/ZhaoK10M.mid
S_1195,421,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4/Dossin04.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4/Dossin04_annotations.txt,PM2S_workspace\S_1195.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/4/Dossin04.mid
S_1196,421,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/Huang10M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/Huang10M_annotations.txt,PM2S_workspace\S_1196.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/4_no_repeat/Huang10M.mid
S_1197,421,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/Lin11M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/Lin11M_annotations.txt,PM2S_workspace\S_1197.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/4_no_repeat/Lin11M.mid
S_1198,421,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/LuoJ09M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/LuoJ09M_annotations.txt,PM2S_workspace\S_1198.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/4_no_repeat/LuoJ09M.mid
S_1199,421,ASAP,train,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/WongWY08M.mid,../../asap-dataset/Schubert/Impromptu_op.90_D.899/4_no_repeat/WongWY08M_annotations.txt,PM2S_workspace\S_1199.pkl,{ASAP}/Schubert/Impromptu_op.90_D.899/4_no_repeat/WongWY08M.mid
S_1200,422,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/1/Kleisen02.mid,../../asap-dataset/Schubert/Impromptu_op142/1/Kleisen02_annotations.txt,PM2S_workspace\S_1200.pkl,{ASAP}/Schubert/Impromptu_op142/1/Kleisen02.mid
S_1201,422,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/1/Kleisen10M.mid,../../asap-dataset/Schubert/Impromptu_op142/1/Kleisen10M_annotations.txt,PM2S_workspace\S_1201.pkl,{ASAP}/Schubert/Impromptu_op142/1/Kleisen10M.mid
S_1202,422,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/1/Lisiecki10M.mid,../../asap-dataset/Schubert/Impromptu_op142/1/Lisiecki10M_annotations.txt,PM2S_workspace\S_1202.pkl,{ASAP}/Schubert/Impromptu_op142/1/Lisiecki10M.mid
S_1203,422,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/1/Ozaki07M.mid,../../asap-dataset/Schubert/Impromptu_op142/1/Ozaki07M_annotations.txt,PM2S_workspace\S_1203.pkl,{ASAP}/Schubert/Impromptu_op142/1/Ozaki07M.mid
S_1204,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/Cui04.mid,../../asap-dataset/Schubert/Impromptu_op142/3/Cui04_annotations.txt,PM2S_workspace\S_1204.pkl,{ASAP}/Schubert/Impromptu_op142/3/Cui04.mid
S_1205,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/Lin05.mid,../../asap-dataset/Schubert/Impromptu_op142/3/Lin05_annotations.txt,PM2S_workspace\S_1205.pkl,{ASAP}/Schubert/Impromptu_op142/3/Lin05.mid
S_1206,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/Richardson07M.mid,../../asap-dataset/Schubert/Impromptu_op142/3/Richardson07M_annotations.txt,PM2S_workspace\S_1206.pkl,{ASAP}/Schubert/Impromptu_op142/3/Richardson07M.mid
S_1207,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/RichardsonC06M.mid,../../asap-dataset/Schubert/Impromptu_op142/3/RichardsonC06M_annotations.txt,PM2S_workspace\S_1207.pkl,{ASAP}/Schubert/Impromptu_op142/3/RichardsonC06M.mid
S_1208,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/SunY08M.mid,../../asap-dataset/Schubert/Impromptu_op142/3/SunY08M_annotations.txt,PM2S_workspace\S_1208.pkl,{ASAP}/Schubert/Impromptu_op142/3/SunY08M.mid
S_1209,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/Tuncali02.mid,../../asap-dataset/Schubert/Impromptu_op142/3/Tuncali02_annotations.txt,PM2S_workspace\S_1209.pkl,{ASAP}/Schubert/Impromptu_op142/3/Tuncali02.mid
S_1210,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/WangH06M.mid,../../asap-dataset/Schubert/Impromptu_op142/3/WangH06M_annotations.txt,PM2S_workspace\S_1210.pkl,{ASAP}/Schubert/Impromptu_op142/3/WangH06M.mid
S_1211,424,ASAP,train,../../asap-dataset/Schubert/Impromptu_op142/3/YoungS06M.mid,../../asap-dataset/Schubert/Impromptu_op142/3/YoungS06M_annotations.txt,PM2S_workspace\S_1211.pkl,{ASAP}/Schubert/Impromptu_op142/3/YoungS06M.mid
S_1212,426,ASAP,train,../../asap-dataset/Schubert/Moment_Musical_no_1/MunA10M.mid,../../asap-dataset/Schubert/Moment_Musical_no_1/MunA10M_annotations.txt,PM2S_workspace\S_1212.pkl,{ASAP}/Schubert/Moment_Musical_no_1/MunA10M.mid
S_1213,428,ASAP,train,../../asap-dataset/Schubert/Moment_musical_no_3/Tetzloff09M.mid,../../asap-dataset/Schubert/Moment_musical_no_3/Tetzloff09M_annotations.txt,PM2S_workspace\S_1213.pkl,{ASAP}/Schubert/Moment_musical_no_3/Tetzloff09M.mid
S_1214,443,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-1/BuiJL06M.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-1/BuiJL06M_annotations.txt,PM2S_workspace\S_1214.pkl,{ASAP}/Schubert/Piano_Sonatas/664-1/BuiJL06M.mid
S_1215,443,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-1/KabuliL10M.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-1/KabuliL10M_annotations.txt,PM2S_workspace\S_1215.pkl,{ASAP}/Schubert/Piano_Sonatas/664-1/KabuliL10M.mid
S_1216,443,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-1/Lin07.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-1/Lin07_annotations.txt,PM2S_workspace\S_1216.pkl,{ASAP}/Schubert/Piano_Sonatas/664-1/Lin07.mid
S_1217,443,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-1/Mo10M.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-1/Mo10M_annotations.txt,PM2S_workspace\S_1217.pkl,{ASAP}/Schubert/Piano_Sonatas/664-1/Mo10M.mid
S_1218,444,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-2/KabuliL11.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-2/KabuliL11_annotations.txt,PM2S_workspace\S_1218.pkl,{ASAP}/Schubert/Piano_Sonatas/664-2/KabuliL11.mid
S_1219,444,ASAP,train,../../asap-dataset/Schubert/Piano_Sonatas/664-2/Lin07.mid,../../asap-dataset/Schubert/Piano_Sonatas/664-2/Lin07_annotations.txt,PM2S_workspace\S_1219.pkl,{ASAP}/Schubert/Piano_Sonatas/664-2/Lin07.mid
